time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-15T18:47:26.210Z,19.2014999389648,-155.449005126953,35.7099990844727,1.88999999,md,42,127,,0.119999997,hv,hv72230502,2020-11-15T18:50:34.300Z,"3 km E of Pāhala, Hawaii",earthquake,0.7,0.870000005,0.939999998,3,automatic,hv,hv
2020-11-15T18:41:09.190Z,38.1892,-117.7478,10.7,1.2,ml,19,117.84,0.042,0.05,nn,nn00784329,2020-11-15T19:10:38.911Z,"38 km SE of Mina, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-11-15T18:39:30.060Z,35.8611667,-117.668,9.91,0.47,ml,7,119,0.07304,0.03,ci,ci39466503,2020-11-15T18:43:06.150Z,"23km ESE of Little Lake, CA",earthquake,0.33,0.69,0.166,5,automatic,ci,ci
2020-11-15T18:39:21.880Z,38.171,-117.8395,10.4,1.7,ml,21,72.46,0.056,0.09,nn,nn00784326,2020-11-15T18:42:39.934Z,"33 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-11-15T18:36:14.880Z,32.9198333,-116.2651667,0.9,1.07,ml,22,110,0.04727,0.24,ci,ci39466495,2020-11-15T18:39:51.355Z,"27km ENE of Pine Valley, CA",earthquake,0.48,1.01,0.189,15,automatic,ci,ci
2020-11-15T18:33:55.780Z,60.5389,-152.6272,9.1,0.7,ml,,,,0.13,ak,ak020epivxx0,2020-11-15T18:48:38.297Z,"72 km W of Salamatof, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-11-15T18:24:46.830Z,38.1677,-118.0108,0,1.3,ml,10,200.03,0.031,0.31,nn,nn00784324,2020-11-15T18:40:37.882Z,"26 km SSE of Mina, Nevada",earthquake,,2.6,,,automatic,nn,nn
2020-11-15T18:22:30.500Z,32.9255,-116.2591667,4.8,1.06,ml,21,103,0.04716,0.18,ci,ci39466487,2020-11-15T18:26:12.330Z,"27km SSW of Ocotillo Wells, CA",earthquake,0.35,0.62,0.176,22,automatic,ci,ci
2020-11-15T18:16:18.380Z,32.92,-116.2633333,3.18,1.29,ml,36,61,0.04821,0.24,ci,ci39466479,2020-11-15T18:27:29.290Z,"27km ENE of Pine Valley, CA",earthquake,0.35,0.59,0.132,27,automatic,ci,ci
2020-11-15T18:13:03.440Z,19.1613330841064,-155.463836669922,31.5599994659424,2.00999999,md,42,209,,0.119999997,hv,hv72230452,2020-11-15T18:16:21.590Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.77,1.01999998,0.109999999,5,automatic,hv,hv
2020-11-15T18:06:46.870Z,36.5596667,-121.1426667,6.68,1.02,md,11,127,0.02837,0.07,nc,nc73482576,2020-11-16T11:47:05.828Z,"3km N of Pinnacles, CA",earthquake,0.47,1.33,0.258,8,reviewed,nc,nc
2020-11-15T18:02:46.860Z,38.2272,-117.7163,16.6,0.9,ml,12,153.2,0.025,0.06,nn,nn00784323,2020-11-15T18:26:19.366Z,"38 km ESE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-11-15T17:51:04.707Z,54.2488,-159.6667,28.35,3.6,ml,,198,0.585,0.95,us,us7000cfch,2020-11-16T01:53:45.130Z,"132 km SSE of Sand Point, Alaska",earthquake,6.8,13.4,0.077,22,reviewed,us,us
2020-11-15T17:47:13.430Z,38.181,-117.8037,9.1,1.2,ml,19,75.38,0.044,0.08,nn,nn00784319,2020-11-15T17:56:58.649Z,"Nevada",earthquake,,1,,,automatic,nn,nn
2020-11-15T17:33:04.380Z,36.4707,-114.944,0.9,1.4,ml,11,191.41,0.165,0.35,nn,nn00784317,2020-11-15T17:40:17.821Z,"26 km NNE of Nellis Air Force Base, Nevada",earthquake,,22.1,,,automatic,nn,nn
2020-11-15T17:16:17.250Z,38.1015,-117.709,14.7,1.3,ml,13,105.42,0.006,0.16,nn,nn00784313,2020-11-15T17:28:57.405Z,"39 km N of Silver Peak, Nevada",earthquake,,4.8,,,automatic,nn,nn
2020-11-15T16:55:40.325Z,38.1683,-117.8392,5,0.9,ml,16,102.71,0.026,0.0772,nn,nn00784308,2020-11-16T02:28:30.012Z,"34 km SE of Mina, Nevada",earthquake,,0.9,0.48,6,reviewed,nn,nn
2020-11-15T16:53:47.910Z,34.0453333,-117.0986667,9.08,0.69,ml,15,115,0.06098,0.3,ci,ci39466447,2020-11-15T16:57:26.759Z,"4km SE of Mentone, CA",earthquake,0.72,1.45,0.12,19,automatic,ci,ci
2020-11-15T16:41:57.124Z,59.9464,-154.1375,195.5,2.5,ml,,,,1,ak,ak020ephr001,2020-11-15T16:55:45.783Z,"17 km N of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-15T16:40:39.620Z,33.7823333,-117.2488333,0.38,1.39,ml,8,129,0.2392,0.18,ci,ci39466439,2020-11-15T16:44:36.329Z,"2km W of Perris, CA",earthquake,0.89,31.61,0.424,18,automatic,ci,ci
2020-11-15T16:35:00.476Z,63.3632,-145.1427,6.2,1.6,ml,,,,0.48,ak,ak020ephphrq,2020-11-15T16:39:43.675Z,"38 km NE of Paxson, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-15T16:32:29.650Z,38.181,-117.8305,7.6,1.7,ml,18,78.14,0.029,0.13,nn,nn00784304,2020-11-15T16:44:19.290Z,"33 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-15T16:23:42.090Z,38.2222,-117.712,15.7,1,ml,14,212.63,0.035,0.07,nn,nn00784301,2020-11-15T16:30:37.240Z,"39 km ESE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-11-15T16:07:34.970Z,35.6076667,-117.4845,8.18,1.86,ml,27,88,0.128,0.18,ci,ci39466423,2020-11-15T16:18:17.130Z,"17km E of Ridgecrest, CA",earthquake,0.3,1.14,0.21,25,automatic,ci,ci
2020-11-15T16:02:03.680Z,34.0376667,-117.0971667,13.74,1.06,ml,36,67,0.06864,0.35,ci,ci39466415,2020-11-15T16:06:06.468Z,"5km SE of Mentone, CA",earthquake,0.53,1.01,0.163,27,automatic,ci,ci
2020-11-15T16:01:57.460Z,34.0466667,-117.0898333,13.44,1,ml,17,75,0.06006,0.13,ci,ci39466407,2020-11-15T16:05:48.672Z,"4km WNW of Yucaipa, CA",earthquake,0.23,0.57,0.291,12,automatic,ci,ci
2020-11-15T15:59:24.070Z,19.2051658630371,-155.434005737305,33.4300003051758,2.1500001,md,45,140,,0.119999997,hv,hv72230322,2020-11-15T16:02:36.710Z,"4 km E of Pāhala, Hawaii",earthquake,0.55,0.709999979,1.29999995,20,automatic,hv,hv
2020-11-15T15:53:09.250Z,38.1398,-117.8333,9.9,1.2,ml,14,90.24,0.053,0.52,nn,nn00784297,2020-11-15T15:58:57.914Z,"36 km SE of Mina, Nevada",earthquake,,6.8,,,automatic,nn,nn
2020-11-15T15:50:21.811Z,42.3303,80.3994,10,4.1,mb,,57,1.202,0.72,us,us7000cfbi,2020-11-15T16:31:26.040Z,"123 km SE of Kegen, Kazakhstan",earthquake,4.4,1.8,0.165,13,reviewed,us,us
2020-11-15T15:49:56.095Z,60.8747,-149.9156,42.5,1.6,ml,,,,0.42,ak,ak020eph76ii,2020-11-15T15:54:58.914Z,"15 km WSW of Hope, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-15T15:46:21.850Z,35.9603348,-120.5401688,4.13,1.76,md,13,99,0.01518,0.08,nc,nc73482546,2020-11-15T17:24:04.224Z,"12km NW of Parkfield, CA",earthquake,0.35,0.47,0.14,12,automatic,nc,nc
2020-11-15T15:46:00.080Z,35.6691667,-117.5125,1.25,1.93,ml,26,82,0.1618,0.16,ci,ci39466391,2020-11-15T23:48:37.415Z,"15km SW of Searles Valley, CA",earthquake,0.26,0.53,0.104,27,automatic,ci,ci
2020-11-15T15:44:53.810Z,31.7304,-104.0989,5,3.3,ml,,48,0.058,0.44,us,us7000cfb8,2020-11-15T17:15:56.040Z,"47 km W of Mentone, Texas",earthquake,1,0.7,0.039,88,reviewed,us,us
2020-11-15T15:43:30.620Z,38.181,-117.7813,6.2,1.4,ml,20,84.4,0.051,0.16,nn,nn00784291,2020-11-15T15:47:19.695Z,"36 km SE of Mina, Nevada",earthquake,,1.7,,,automatic,nn,nn
2020-11-15T15:35:54.190Z,35.6715,-117.4688333,2.22,1.78,ml,27,90,0.1691,0.15,ci,ci39466383,2020-11-15T15:46:50.480Z,"12km SSW of Searles Valley, CA",earthquake,0.28,1.16,0.147,26,automatic,ci,ci
2020-11-15T15:33:14.220Z,37.5245,-118.84,7.24,0.94,md,20,115,0.06598,0.06,nc,nc73482531,2020-11-15T19:20:06.937Z,"15km WSW of Toms Place, CA",earthquake,0.31,0.78,0.102,16,reviewed,nc,nc
2020-11-15T15:23:37.160Z,35.9091667,-117.7321667,10.1,0.89,ml,11,71,0.07681,0.07,ci,ci39466375,2020-11-15T15:27:16.375Z,"16km E of Little Lake, CA",earthquake,0.22,0.53,0.239,14,automatic,ci,ci
2020-11-15T15:20:58.880Z,37.534832,-118.8296661,9.24,2.79,ml,26,107,0.0551,0.04,nc,nc73482516,2020-11-16T08:33:13.452Z,"14km WSW of Toms Place, CA",earthquake,0.32,0.85,0.327,16,automatic,nc,nc
2020-11-15T15:20:30.840Z,38.8400002,-122.8225021,1.84,1,md,19,64,0.01024,0.03,nc,nc73482511,2020-11-15T16:13:03.824Z,"9km WNW of Cobb, CA",earthquake,0.22,0.4,0.14,4,automatic,nc,nc
2020-11-15T15:19:13.280Z,38.1645,-117.8648,5.9,1.4,ml,17,67.74,0.006,0.12,nn,nn00784280,2020-11-15T15:22:37.764Z,"32 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-11-15T15:18:58.460Z,38.6848335,-122.8868332,6.77,1.7,md,29,100,,0.05,nc,nc73482506,2020-11-15T15:48:05.687Z,"8km N of Healdsburg, CA",earthquake,0.25,1.06,0.21,13,automatic,nc,nc
2020-11-15T15:17:39.790Z,38.154,-117.9305,1.6,0.8,ml,8,150.41,0.026,0.25,nn,nn00784279,2020-11-15T15:21:16.232Z,"30 km SSE of Mina, Nevada",earthquake,,14.5,,,automatic,nn,nn
2020-11-15T15:11:28.190Z,46.8491667,-112.5256667,13.71,0.25,md,11,93,0.048,0.1,mb,mb80475889,2020-11-15T15:35:10.640Z,"16 km SE of Lincoln, Montana",earthquake,0.48,0.7,0.373,2,reviewed,mb,mb
2020-11-15T15:07:12.856Z,63.9681,-149.0241,4.7,1.4,ml,,,,0.64,ak,ak020epgy33l,2020-11-15T15:12:04.186Z,"7 km SE of Ferry, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-15T15:06:20.480Z,18.0041,-67.0371,6,2.56,md,18,91,0.0354,0.13,pr,pr2020320001,2020-11-15T15:49:25.128Z,"3 km NNE of La Parguera, Puerto Rico",earthquake,0.32,0.22,0.15,14,reviewed,pr,pr
2020-11-15T14:54:40.356Z,61.0875,-149.4861,33.5,1.7,ml,,,,0.61,ak,ak020epgms9v,2020-11-15T15:09:53.655Z,"20 km SSE of Elmendorf Air Force Base, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-15T14:45:38.170Z,38.0823,-118.1927,5.6,1.4,ml,13,100.28,0.134,0.12,nn,nn00784275,2020-11-15T15:18:36.748Z,"34 km SSW of Mina, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-11-15T14:43:23.615Z,60.076,-141.113,0,1.9,ml,,,,0.87,ak,ak020epgkdvw,2020-11-15T14:48:00.889Z,"97 km NW of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-15T14:41:31.400Z,38.1658,-117.8757,5,1.4,ml,18,107.33,0.007,0.11,nn,nn00784271,2020-11-15T14:46:58.879Z,"32 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-11-15T14:37:59.510Z,38.1833,-117.7928,6.4,1.8,ml,24,62.63,0.058,0.13,nn,nn00784269,2020-11-15T14:42:21.100Z,"35 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-11-15T14:23:30.212Z,68.0277,-145.3462,0,1.9,ml,,,,0.91,ak,ak020epgg4al,2020-11-15T14:37:39.506Z,"13 km SE of Arctic Village, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-11-15T14:17:03.280Z,19.5109996795654,-155.654159545898,-1.6599999666214,1.70000005,md,27,67,,0.230000004,hv,hv72230242,2020-11-15T14:20:16.060Z,"22 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.28,0.529999971,1.41999996,6,automatic,hv,hv
2020-11-15T14:17:00.070Z,34.2441667,-118.6906667,12.53,1.78,ml,40,46,0.01455,0.26,ci,ci39466351,2020-11-15T22:19:33.826Z,"5km SE of Simi Valley, CA",earthquake,0.39,0.77,0.166,27,automatic,ci,ci
2020-11-15T14:16:28.380Z,38.1615,-117.8748,6.2,1.1,ml,14,112.74,0.013,0.09,nn,nn00784265,2020-11-15T14:33:38.024Z,"32 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-15T14:13:06.250Z,37.7917,-116.3918,11.9,1.3,ml,12,159.42,0.413,0.27,nn,nn00784264,2020-11-15T14:17:36.833Z,"59 km WNW of Rachel, Nevada",earthquake,,20.6,,,automatic,nn,nn
2020-11-15T14:06:06.250Z,34.1451667,-116.9648333,8.61,1.57,ml,59,51,0.05681,0.2,ci,ci39466335,2020-11-15T14:17:29.800Z,"12km SSW of Big Bear Lake, CA",earthquake,0.22,0.54,0.139,28,automatic,ci,ci
2020-11-15T14:04:10.460Z,38.1563,-117.9377,13.7,1.1,ml,14,129.55,0.02,0.12,nn,nn00784262,2020-11-15T14:14:37.014Z,"29 km SSE of Mina, Nevada",earthquake,,1.6,,,automatic,nn,nn
2020-11-15T13:59:41.560Z,38.8156662,-122.8089981,1.63,0.55,md,11,105,0.007763,0.02,nc,nc73482501,2020-11-15T14:55:05.393Z,"6km NW of The Geysers, CA",earthquake,0.39,0.68,,1,automatic,nc,nc
2020-11-15T13:56:43.660Z,47.722,-113.7898333,5.96,0.92,ml,7,163,0.333,0.12,mb,mb80475899,2020-11-15T19:01:42.330Z,"20 km E of Finley Point, Montana",earthquake,0.7,8.7,0.418,3,reviewed,mb,mb
2020-11-15T13:55:43.166Z,62.8858,-150.9038,104.3,1.6,ml,,,,0.4,ak,ak020epg1km1,2020-11-15T14:08:56.243Z,"43 km N of Petersville, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-11-15T13:54:30.110Z,38.1825,-117.851,0.1,1.4,ml,20,68.64,0.065,0.15,nn,nn00784257,2020-11-15T14:04:58.432Z,"32 km SE of Mina, Nevada",earthquake,,10.9,,,automatic,nn,nn
2020-11-15T13:47:18.030Z,38.1985,-117.7428,9.9,1.4,ml,22,122.82,0.117,0.08,nn,nn00784253,2020-11-15T13:55:18.883Z,"38 km SE of Mina, Nevada",earthquake,,1.6,,,automatic,nn,nn
2020-11-15T13:46:51.211Z,58.4654,-153.2238,67,2,ml,,,,0.53,ak,ak020epfzns1,2020-11-15T13:51:53.891Z,"48 km NNW of Aleneva, Alaska",earthquake,,1.8,,,automatic,ak,ak
2020-11-15T13:37:45.712Z,63.3377,-144.9515,9.6,1.1,ml,,,,0.75,ak,ak020epfxpvx,2020-11-15T13:51:53.758Z,"37 km SSW of Dry Creek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-15T13:36:00.100Z,38.8241653,-122.8113327,1.05,0.78,md,18,65,0.001248,0.02,nc,nc73482491,2020-11-15T14:05:05.082Z,"7km NW of The Geysers, CA",earthquake,0.22,0.46,0.1,3,automatic,nc,nc
2020-11-15T13:34:35.541Z,63.6592,-150.7055,4.3,1.7,ml,,,,0.61,ak,ak020epfx1z6,2020-11-15T13:39:11.725Z,"52 km ENE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-15T13:27:37.091Z,38.1857,-117.7519,11,1.9,ml,29,98.69,0.042,0.1329,nn,nn00784248,2020-11-16T02:28:25.163Z,"38 km SE of Mina, Nevada",earthquake,,0.7,0.25,13,reviewed,nn,nn
2020-11-15T13:27:16.762Z,61.5227,-149.8983,33.9,1.7,ml,,,,0.47,ak,ak020epfviig,2020-11-15T13:31:20.555Z,"2 km E of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-15T13:19:58.680Z,38.16,-117.7963,10.3,1.3,ml,15,106.49,0.017,0.07,nn,nn00784243,2020-11-15T13:25:17.022Z,"37 km SE of Mina, Nevada",earthquake,,2.8,,,automatic,nn,nn
2020-11-15T13:14:50.130Z,38.1537,-117.8797,6,1.5,ml,12,76,0.005,0.1,nn,nn00784242,2020-11-15T13:21:01.430Z,"33 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-11-15T13:06:11.680Z,19.1678333282471,-155.410827636719,6.76000022888184,2.13,ml,8,349,,0.100000001,hv,hv72230157,2020-11-15T13:11:42.370Z,"8 km ESE of Pāhala, Hawaii",earthquake,7.17,13.8199997,0.18,3,automatic,hv,hv
2020-11-15T12:51:25.070Z,45.6275,-111.7701667,0.04,0.6,ml,5,103,0.103,0.11,mb,mb80475924,2020-11-15T19:26:16.810Z,"Western Montana",earthquake,0.49,2.67,,0,reviewed,mb,mb
2020-11-15T12:49:26.820Z,36.7453,-116.2868,1.2,0.1,ml,9,170.95,0.069,0.2,nn,nn00784239,2020-11-15T12:55:36.099Z,"45 km ESE of Beatty, Nevada",earthquake,,18.8,,,automatic,nn,nn
2020-11-15T12:47:16.270Z,38.1722,-117.8565,7,1.2,ml,19,101.52,0.019,0.08,nn,nn00784236,2020-11-15T12:50:37.514Z,"32 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-11-15T12:45:34.270Z,38.1677,-117.918,10.1,0.6,ml,10,101.98,0.022,0.04,nn,nn00784235,2020-11-15T12:48:55.847Z,"29 km SE of Mina, Nevada",earthquake,,6.8,,,automatic,nn,nn
2020-11-15T12:34:32.754Z,63.5059,-147.5091,15.1,1.4,ml,,,,0.5,ak,ak020epfbm5n,2020-11-15T12:37:54.609Z,"73 km E of Cantwell, Alaska",earthquake,,1,,,automatic,ak,ak
2020-11-15T12:33:14.915Z,-24.1603,-67.5603,142.58,5.3,mww,,40,1.329,0.94,us,us7000cfa7,2020-11-15T12:48:25.040Z,"Chile-Argentina border region",earthquake,8.7,6.8,0.06,27,reviewed,us,us
2020-11-15T12:27:13.950Z,38.1992,-117.7318,9.3,1.1,ml,12,133.77,0.028,0.04,nn,nn00784232,2020-11-15T12:47:57.443Z,"39 km ESE of Mina, Nevada",earthquake,,1.7,,,automatic,nn,nn
2020-11-15T12:18:06.439Z,-23.3996,-66.78,214.12,4.5,mb,,99,1.362,0.75,us,us7000cfa4,2020-11-15T12:56:33.040Z,"102 km NNW of San Antonio de los Cobres, Argentina",earthquake,10.3,9.1,0.22,6,reviewed,us,us
2020-11-15T12:12:55.440Z,36.5158333,-90.9345,6.01,2.37,md,6,145,0.1053,0.4,nm,nm60117323,2020-11-15T14:09:27.540Z,"11 km NNW of Maynard, Arkansas",earthquake,4.87,11.19,0.051,2,reviewed,nm,nm
2020-11-15T12:12:28.747Z,62.8184,-148.5595,56.1,1.7,ml,,,,0.37,ak,ak020epf6w42,2020-11-15T12:18:12.391Z,"66 km SSE of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-11-15T12:11:10.320Z,38.1923,-117.7638,10.6,1.3,ml,16,131.46,0.039,0.09,nn,nn00784230,2020-11-15T12:27:57.847Z,"37 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-11-15T12:07:54.493Z,61.6377,-150.5424,64.5,1,ml,,,,0.38,ak,ak020epf5vi1,2020-11-15T12:11:21.481Z,"10 km N of Susitna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-11-15T12:03:53.610Z,38.2002,-117.7332,12.2,1,ml,15,126.29,0.027,0.11,nn,nn00784227,2020-11-15T12:11:57.531Z,"39 km ESE of Mina, Nevada",earthquake,,1.6,,,automatic,nn,nn
2020-11-15T11:49:15.910Z,35.6648331,-117.5289993,1.21,1.35,ml,21,86,0.1489,0.14,ci,ci39466215,2020-11-15T11:53:00.799Z,"14km ENE of Ridgecrest, CA",earthquake,0.32,0.6,0.196,4,automatic,ci,ci
2020-11-15T11:45:48.770Z,38.1497,-117.8728,4.9,1.3,ml,12,125.98,0.006,0.05,nn,nn00784225,2020-11-15T12:04:56.928Z,"33 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-11-15T11:39:45.660Z,38.1683,-117.8463,6.7,1.5,ml,20,134.35,0.009,0.11,nn,nn00784222,2020-11-15T11:46:37.780Z,"33 km SE of Mina, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-11-15T11:37:25.093Z,17.64,-46.4158,10,4.9,mb,,83,14.079,0.83,us,us7000cf9y,2020-11-15T11:58:59.040Z,"northern Mid-Atlantic Ridge",earthquake,8.6,1.9,0.082,47,reviewed,us,us
2020-11-15T11:36:49.990Z,19.2106666564941,-155.379837036133,31.1599998474121,2.14,ml,53,166,,0.129999995,hv,hv72229972,2020-11-15T12:32:22.040Z,"10 km E of Pāhala, Hawaii",earthquake,0.63,0.800000012,2.57,12,automatic,hv,hv
2020-11-15T11:34:38.820Z,44.6128333,-112.1026667,11.03,1.35,ml,16,124,0.209,0.18,mb,mb80475884,2020-11-15T14:42:39.580Z,"28 km NNE of Spencer, Idaho",earthquake,0.6,1.39,0.122,6,reviewed,mb,mb
2020-11-15T11:31:31.490Z,17.5627,-46.3686,10,4.8,mb,,141,13.458,0.74,us,us7000cfa2,2020-11-15T12:21:44.040Z,"northern Mid-Atlantic Ridge",earthquake,12.3,1.9,0.097,33,reviewed,us,us
2020-11-15T11:22:36.756Z,38.094,-118.1893,7.5,2.1,ml,28,74.66,0.127,0.1535,nn,nn00784217,2020-11-16T02:28:22.851Z,"33 km SSW of Mina, Nevada",earthquake,,2.3,0.32,14,reviewed,nn,nn
2020-11-15T11:15:32.980Z,38.1782,-117.8708,4.6,0.8,ml,10,104.3,0.011,0.05,nn,nn00784216,2020-11-15T11:23:35.840Z,"Nevada",earthquake,,5.6,,,automatic,nn,nn
2020-11-15T11:15:04.724Z,17.9662,-46.7277,10,4.9,mb,,173,13.805,0.94,us,us7000cf9z,2020-11-15T12:10:31.040Z,"northern Mid-Atlantic Ridge",earthquake,15,2,0.082,46,reviewed,us,us
2020-11-15T11:08:20.730Z,38.1697,-117.8892,5.8,0.7,ml,12,111.37,0.012,0.06,nn,nn00784215,2020-11-15T11:17:35.923Z,"31 km SE of Mina, Nevada",earthquake,,5.8,,,automatic,nn,nn
2020-11-15T11:06:57.205Z,60.0821,-153.213,124.6,2.7,ml,,,,0.67,ak,ak020epek8dd,2020-11-15T12:25:07.040Z,"59 km ENE of Pedro Bay, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-15T11:06:45.370Z,33.1816667,-116.4036667,11.08,1.2,ml,44,42,0.1912,0.23,ci,ci39466207,2020-11-15T11:17:58.680Z,"9km SSW of Borrego Springs, CA",earthquake,0.29,0.67,0.201,26,automatic,ci,ci
2020-11-15T11:02:55.795Z,62.8057,-150.885,96.1,1.7,ml,,,,0.88,ak,ak020epejdil,2020-11-15T11:15:04.686Z,"35 km N of Petersville, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-15T11:01:05.270Z,38.165,-117.859,6.2,1.8,ml,23,114.12,0.009,0.13,nn,nn00784212,2020-11-15T11:04:19.603Z,"33 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-11-15T10:58:10.990Z,46.8555,-112.519,11.37,0.24,ml,7,110,0.043,0.05,mb,mb80475914,2020-11-15T19:17:25.380Z,"16 km SE of Lincoln, Montana",earthquake,0.56,0.54,,0,reviewed,mb,mb
2020-11-15T10:53:18.000Z,38.1745,-117.8593,6,1.6,ml,21,73,0.011,0.14,nn,nn00784209,2020-11-15T11:01:59.151Z,"32 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-11-15T10:47:54.485Z,38.1603,-117.8649,4.9,2.1,ml,27,47.94,0.006,0.1224,nn,nn00784205,2020-11-16T02:28:20.413Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.35,12,reviewed,nn,nn
2020-11-15T10:47:18.513Z,61.442,-151.3805,68.1,1.9,ml,,,,0.61,ak,ak020epe7i59,2020-11-15T11:07:22.664Z,"37 km NNW of Beluga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-15T10:46:56.810Z,35.713,-117.5615,2.24,0.77,ml,13,88,0.1066,0.2,ci,ci39466199,2020-11-15T10:50:30.552Z,"14km NE of Ridgecrest, CA",earthquake,0.39,0.92,0.118,11,automatic,ci,ci
2020-11-15T10:36:13.896Z,63.0691,-151.0789,134.6,1.7,ml,,,,0.33,ak,ak020epe54x6,2020-11-15T10:49:00.124Z,"61 km SSE of Denali National Park, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-11-15T10:35:54.030Z,38.157,-117.8525,4.8,1.5,ml,16,79.38,0.011,0.08,nn,nn00784202,2020-11-15T10:43:58.019Z,"34 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-11-15T10:33:31.660Z,38.1587,-117.8717,6.2,1.1,ml,14,104.21,0.018,0.1,nn,nn00784200,2020-11-15T10:36:56.062Z,"33 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-11-15T10:31:09.310Z,38.1637,-117.8702,8.3,1.1,ml,10,96.95,0.026,0.05,nn,nn00784198,2020-11-15T10:35:02.862Z,"32 km SE of Mina, Nevada",earthquake,,6.7,,,automatic,nn,nn
2020-11-15T10:30:36.710Z,38.1483,-117.8808,6.2,1,ml,10,178.84,0.005,0.05,nn,nn00784196,2020-11-15T10:34:55.566Z,"33 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-11-15T10:30:29.090Z,38.8248329,-122.8529968,2.24,0.58,md,12,64,0.004062,0.01,nc,nc73482466,2020-11-15T11:36:05.191Z,"10km WNW of The Geysers, CA",earthquake,0.3,0.62,0.01,2,automatic,nc,nc
2020-11-15T10:22:43.400Z,38.7791672,-122.7818298,3.87,0.68,md,12,127,0.01478,0.02,nc,nc73482461,2020-11-15T11:11:06.048Z,"2km W of The Geysers, CA",earthquake,0.47,0.88,0.21,3,automatic,nc,nc
2020-11-15T10:17:53.750Z,36.1315,-117.8385,2.78,2.06,ml,24,52,0.01919,0.19,ci,ci39466191,2020-11-15T10:21:51.041Z,"14km NE of Coso Junction, CA",earthquake,0.34,0.59,0.232,25,automatic,ci,ci
2020-11-15T10:15:38.930Z,38.1718,-117.8405,7.7,1.5,ml,25,66.63,0.022,0.08,nn,nn00784187,2020-11-15T10:18:58.308Z,"33 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-11-15T10:11:19.090Z,32.8661667,-116.0631667,10.72,0.87,ml,12,141,0.07946,0.24,ci,ci39466183,2020-11-15T10:15:01.881Z,"16km NNW of Ocotillo, CA",earthquake,0.69,0.92,0.102,7,automatic,ci,ci
2020-11-15T10:08:02.258Z,63.5964,-147.4714,73.5,1.7,ml,,,,0.61,ak,ak020epdz3z5,2020-11-15T10:40:18.849Z,"73 km ESE of McKinley Park, Alaska",earthquake,,1.8,,,automatic,ak,ak
2020-11-15T10:06:01.170Z,33.7785,-116.8975,10.78,0.72,ml,23,43,0.09378,0.22,ci,ci39466175,2020-11-15T10:09:44.594Z,"3km N of Valle Vista, CA",earthquake,0.35,0.57,0.177,24,automatic,ci,ci
